COL 1: TARGET
COL 2: RESPONSE
COL 3: REACTION TIME (SECONDS)

----------BLOCK 1----------
2	2	0.16
1	2	0.10
3	2	0.09
2	2	0.08
4	2	0.08
3	2	0.07
1	2	0.08
3	2	0.11
1	2	0.09
4	2	0.11
2	2	0.12
1	2	0.08
3	2	0.10
2	2	0.15
4	2	0.11
3	2	0.12
1	2	0.11
3	2	0.13
1	2	0.11
4	2	0.25
2	2	0.10
1	2	0.16
3	2	0.12
2	2	0.06
4	2	0.11
3	2	0.14
1	2	0.11
3	2	0.12
1	2	0.12
4	2	0.11
2	2	0.12
1	2	0.12
3	2	0.11
2	2	0.44
4	2	0.06
3	2	0.06
1	2	0.04
3	2	0.06
1	2	0.04
4	2	0.06
2	2	0.03
1	2	0.08
3	2	0.03
2	2	0.06
4	2	0.04
3	2	0.08
1	2	0.04
3	2	0.08
1	2	0.03
4	2	0.08
2	2	0.05
1	2	0.06
3	2	0.05
2	2	0.07
4	2	0.04
3	2	0.08
1	2	0.04
3	2	0.09
1	2	0.04
4	2	0.08
2	2	0.04
1	2	0.07
3	2	0.07
2	2	0.05
4	2	0.05
3	2	0.05
1	2	0.08
3	2	0.06
1	2	0.04
4	2	0.08
2	2	0.06
1	2	0.07
3	2	0.02
2	2	0.08
4	2	0.05
3	2	0.07
1	2	0.05

----------BLOCK 5----------
3	4	0.95
1	4	0.63
4	4	0.02
2	4	0.08
1	4	0.04
3	4	0.07
2	4	0.05
4	4	0.07
3	4	0.06
1	4	0.04
3	4	0.08
1	4	0.05
4	4	0.09
2	4	0.05
1	4	0.07
3	4	0.16
2	4	0.18
4	4	0.03
3	4	0.08
1	4	0.13
3	4	0.07
1	4	0.05
4	4	0.07
2	4	0.05
1	4	0.07
3	4	0.03
2	4	0.08
4	4	0.04
3	4	0.07
1	4	0.05
3	4	0.07
1	4	0.05
4	4	0.16
2	4	0.07
1	4	0.06
3	4	0.04
2	4	0.05
4	4	0.07
3	4	0.04
1	4	0.08
3	4	0.05
1	4	0.07
4	4	0.04
2	4	0.07
1	4	0.05
3	4	0.07
2	4	0.08
4	4	0.04
3	4	0.05
1	4	0.07
3	4	0.05
1	4	0.06
4	4	0.07
2	4	0.04
1	4	0.06
3	4	0.08
2	4	0.03
4	4	0.09
3	4	0.03
1	4	0.08
3	4	0.03
1	4	0.08
4	4	0.03
2	4	0.09
1	4	0.02
3	4	0.10
2	4	0.04
4	4	0.09
3	4	0.02
1	4	0.10
3	4	0.04
1	4	0.09
4	4	0.03
2	4	0.08
1	4	0.04
3	4	0.08
2	4	0.03
4	4	0.09
3	4	0.04
1	4	0.08
3	4	0.04
1	4	0.16
4	4	0.08
2	4	0.05
1	4	0.08
3	4	0.05
2	4	0.09
4	4	0.03
3	4	0.09
1	4	0.05
3	4	0.08
1	4	0.04
4	4	0.08
2	4	0.05
1	4	0.07
3	4	0.05
2	4	0.07
4	4	0.03
3	4	0.08
1	4	0.05
3	4	0.06
1	4	0.05
4	4	0.06
2	4	0.01
1	4	0.09
3	4	0.05
2	4	0.06
4	4	0.03
3	4	0.09
1	4	0.05
3	4	0.07
1	4	0.04
4	4	0.07
2	4	0.04
1	4	0.07
3	4	0.06
2	4	0.07
4	4	0.05
3	4	0.07
1	4	0.07

----------BLOCK 6----------
3	2	0.36
1	2	0.08
4	2	0.09
2	2	0.11
1	2	0.11
3	2	0.11
2	2	0.11
4	2	0.11
3	2	0.14
1	2	0.12
3	2	0.12
1	2	0.09
4	2	0.12
2	2	0.12
1	2	0.12
3	2	0.12
2	2	0.14
4	2	0.11
3	2	0.12
1	2	0.13
3	2	0.12
1	2	0.13
4	2	0.52
2	2	0.08
1	2	0.04
3	2	0.07
2	2	0.03
4	2	0.07
3	2	0.07
1	2	0.06
3	2	0.05
1	2	0.04
4	2	0.06
2	2	0.08
1	2	0.05
3	2	0.04
2	2	0.07
4	2	0.06
3	2	0.06
1	2	0.07
3	2	0.07
1	2	0.03
4	2	0.09
2	2	0.02
1	2	0.14
3	2	0.08
2	2	0.03
4	2	0.08
3	2	0.03
1	2	0.08
3	2	0.04
1	2	0.06
4	2	0.03
2	2	0.05
1	2	0.06
3	2	0.06
2	2	0.05
4	2	0.07
3	2	0.05
1	2	0.06
3	2	0.04
1	2	0.08
4	2	0.05
2	2	0.06
1	2	0.06
3	2	0.06
2	2	0.04
4	2	0.07
3	2	0.06
1	2	0.05
3	2	0.04
1	2	0.08
4	2	0.06
2	2	0.05
1	2	0.07
3	2	0.06
2	2	0.05
4	2	0.08
3	2	0.04
1	2	0.08
3	2	0.05
1	2	0.07
4	2	0.03
2	2	0.08
1	2	0.05
3	2	0.07
2	2	0.05
4	2	0.06
3	2	0.04
1	2	0.07
3	2	0.05
1	2	0.06
4	2	0.05
2	2	0.05
1	2	0.06
3	2	0.08
2	2	0.05
4	2	0.07
3	2	0.04
1	2	0.07
3	2	0.05
1	2	0.08
4	2	0.02
2	2	0.08
1	2	0.05
3	2	0.07
2	2	0.05
4	2	0.07
3	2	0.03
1	2	0.09
3	2	0.04
1	2	0.09
4	2	0.03
2	2	0.10
1	2	0.04
3	2	0.07
2	2	0.01
4	2	0.10
3	2	0.04
1	2	0.09

----------BLOCK 7----------
3	1	91.64
1	1	0.03
4	1	0.09
2	1	0.04
1	1	0.06
3	1	0.03
2	1	0.07
4	1	0.04
3	1	0.07
1	1	0.07
3	1	0.07
1	1	0.03
4	1	0.07
2	1	0.04
1	1	0.06
3	1	0.05
2	1	0.05
4	1	0.06
3	1	0.12
1	1	0.06
3	1	0.05
1	1	0.07
4	1	0.06
2	1	0.12
1	1	0.00
3	1	0.06
2	1	0.04
4	1	0.06
3	1	0.05
1	1	0.08
3	1	0.04
1	1	0.07
4	1	0.03
2	1	0.07
1	1	0.04
3	1	0.08
2	1	0.04
4	1	0.07
3	1	0.04
1	1	0.07
3	1	0.03
1	1	0.14
4	1	0.08
2	1	0.02
1	1	0.09
3	1	0.03
2	1	0.09
4	1	0.02
3	1	0.09
1	1	0.03
3	1	0.07
1	1	0.03
4	1	0.08
2	1	0.04
1	1	0.08
3	1	0.04
2	1	0.08
4	1	0.04
3	1	0.08
1	1	0.13
3	1	0.06
1	1	0.07
4	1	0.04
2	1	0.07
1	1	0.03
3	1	0.15
2	1	0.06
4	1	0.03
3	1	0.08
1	1	0.02
3	1	0.10
1	3	0.64
4	3	0.12
2	3	0.11
1	3	0.11
3	3	0.11
2	3	0.14
4	3	0.15
3	3	0.11
1	3	0.10
3	3	0.20
1	3	0.14
4	3	0.09
2	3	0.10
1	3	0.12
3	3	0.12
2	3	0.09
4	3	0.12
3	3	0.12
1	3	0.09
3	3	0.09
1	3	0.14
4	3	0.11
2	3	0.10
1	3	0.10
3	3	0.07
2	3	0.00
4	3	0.10
3	3	0.11
1	3	0.13
3	3	0.13
1	3	0.13
4	3	0.04
2	2	0.24
1	2	0.12
3	2	0.13
2	2	0.14
4	2	0.14
3	2	0.04
1	2	0.09
3	2	0.13
1	2	0.15
4	2	0.02
2	2	0.10
1	2	0.14
3	2	0.14
2	2	0.11
4	2	0.42
3	2	0.10
1	2	0.12

